DOR Code,Municipality,County,Year,Population,DOR Income,DOR Income Per Capita,EQV,EQV Per Capita,Opiod Deaths,Democrat,Republican,Unemployment
28,Berlin,WORCESTER,1/1/2020,"3,020","148,937,000","49,317","642,333,300","212,693",1,60.80%,36.30%,5.35
29,Bernardston,FRANKLIN,1/1/2020,"2,101","60,442,000","28,768","216,624,000","103,105",1,66.60%,30.70%,4.97
30,Beverly,ESSEX,1/1/2020,"41,186","1,799,695,000","43,697","6,939,374,700","168,489",16,68.50%,29.50%,6.27
31,Billerica,MIDDLESEX,1/1/2020,"42,683","1,577,769,000","36,965","6,791,697,200","159,119",5,54.10%,44.10%,5.53
32,Blackstone,WORCESTER,1/1/2020,"9,104","285,738,000","31,386","972,102,100","106,777",1,47.90%,50%,5.72
33,Blandford,HAMPDEN,1/1/2020,"1,259","37,164,000","29,519","174,764,000","138,812",0,39.60%,58.60%,5.42
34,Bolton,WORCESTER,1/1/2020,"5,180","386,836,000","74,679","1,087,848,200","210,009",1,67.10%,30.40%,5.16
35,Boston,SUFFOLK,1/1/2020,"667,137","30,176,018,000","45,232","179,793,040,700","269,499",311,82.90%,15.70%,7.72
36,Bourne,BARNSTABLE,1/1/2020,"19,681","690,854,000","35,103","4,814,391,000","244,621",6,53.40%,44.80%,6.69
37,Boxborough,MIDDLESEX,1/1/2020,"5,206","334,206,000","64,196","1,177,906,300","226,259",1,74.30%,23.20%,4.59
38,Boxford,ESSEX,1/1/2020,"8,253","709,595,000","85,980","1,868,910,500","226,452",0,56.50%,41.40%,5.62
39,Boylston,WORCESTER,1/1/2020,"4,534","250,318,000","55,209","766,982,300","169,162",0,57.30%,40.10%,5.99
40,Braintree,NORFOLK,1/1/2020,"37,497","1,551,692,000","41,382","7,187,550,000","191,683",8,58.10%,40.40%,6.55
41,Brewster,BARNSTABLE,1/1/2020,"9,918","327,643,000","33,035","4,100,984,500","413,489",3,66.50%,31.60%,5.79
42,Bridgewater,PLYMOUTH,1/1/2020,"27,628","860,796,000","31,157","3,016,111,400","109,169",5,52.60%,45.40%,5.98
43,Brimfield,HAMPDEN,1/1/2020,"3,741","127,410,000","34,058","439,485,600","117,478",2,47.50%,50.30%,4.62
44,Brockton,PLYMOUTH,1/1/2020,"95,314","1,972,261,000","20,692","7,675,101,300","80,524",80,76%,22.70%,10.52
45,Brookfield,WORCESTER,1/1/2020,"3,411","94,919,000","27,827","276,658,600","81,108",1,46.10%,51.40%,5.68
46,Brookline,NORFOLK,1/1/2020,"59,195","4,462,915,000","75,393","24,547,879,100","414,695",2,87.60%,11.20%,5.48
47,Buckland,FRANKLIN,1/1/2020,"1,864","39,399,461","21,137","216,985,500","116,409",0,74.70%,22.60%,2.83
48,Burlington,MIDDLESEX,1/1/2020,"25,920","1,196,707,000","46,169","7,011,898,700","270,521",8,61.70%,36.50%,5.56
49,Cambridge,MIDDLESEX,1/1/2020,"110,402","6,443,305,000","58,362","49,449,365,600","447,903",13,92%,6.60%,4.77
50,Canton,NORFOLK,1/1/2020,"22,817","1,313,754,000","57,578","5,111,198,800","224,008",1,63.80%,34.50%,6.63
51,Carlisle,MIDDLESEX,1/1/2020,"5,245","572,602,000","109,171","1,544,199,600","294,414",0,76.70%,21.20%,6.12
52,Carver,PLYMOUTH,1/1/2020,"11,629","348,353,000","29,956","1,394,846,000","119,945",1,47.30%,50.80%,5.92
53,Charlemont,FRANKLIN,1/1/2020,"1,234","26,057,000","21,116","142,686,500","115,629",0,66.20%,31.60%,6.44
54,Charlton,WORCESTER,1/1/2020,"13,406","488,509,000","36,440","1,610,444,700","120,129",2,44.80%,51.90%,4.82
55,Chatham,BARNSTABLE,1/1/2020,"6,143","329,994,000","53,719","7,374,670,100","1,200,500",0,61.30%,36.80%,6.40
56,Chelmsford,MIDDLESEX,1/1/2020,"35,149","1,870,365,000","53,212","5,849,923,100","166,432",2,62.50%,35.20%,5.68
57,Chelsea,SUFFOLK,1/1/2020,"39,398","707,032,000","17,946","3,534,210,300","89,705",9,77.60%,20.90%,8.97
58,Cheshire,BERKSHIRE,1/1/2020,"3,158","92,867,000","29,407","308,072,500","97,553",1,58%,40.10%,5.81
59,Chester,HAMPDEN,1/1/2020,"1,372","30,751,000","22,413","125,043,400","91,140",1,42.10%,55.90%,5.67
60,Chesterfield,HAMPSHIRE,1/1/2020,"1,249","27,973,000","22,396","157,870,800","126,398",1,62.20%,35%,5.00
61,Chicopee,HAMPDEN,1/1/2020,"56,741","1,114,483,000","19,642","3,998,413,400","70,468",22,56.40%,41.40%,7.94
62,Chilmark,DUKES,1/1/2020,916,"49,205,000","53,717","3,358,805,700","3,666,818",0,87.10%,12%,4.18
63,Clarksburg,BERKSHIRE,1/1/2020,"1,659","38,787,000","23,380","128,418,100","77,407",1,58.50%,39.90%,6.07
64,Clinton,WORCESTER,1/1/2020,"13,805","418,699,000","30,330","1,385,425,600","100,357",6,60.10%,37.10%,6.46
65,Cohasset,NORFOLK,1/1/2020,"8,393","966,615,000","115,169","3,075,090,800","366,388",1,68.50%,29.70%,5.65
66,Colrain,FRANKLIN,1/1/2020,"1,647","41,772,000","25,362","179,350,200","108,895",0,68.60%,31.40%,5.23
67,Concord,MIDDLESEX,1/1/2020,"19,830","2,291,122,000","115,538","6,572,447,900","331,440",1,82.10%,16.20%,7.49
68,Conway,FRANKLIN,1/1/2020,"1,881","68,131,000","36,221","270,902,400","144,020",1,76%,21.40%,4.23
69,Cummington,HAMPSHIRE,1/1/2020,871,"23,201,000","26,637","130,242,300","149,532",0,70.80%,27.30%,6.31
70,Dalton,BERKSHIRE,1/1/2020,"6,661","209,679,000","31,479","616,299,000","92,523",0,70.30%,27.30%,5.91
71,Danvers,ESSEX,1/1/2020,"27,849","1,159,162,000","41,623","5,183,902,300","186,143",6,58.20%,40%,6.46
72,Dartmouth,BRISTOL,1/1/2020,"34,715","1,186,773,000","34,186","5,885,151,300","169,528",6,54.80%,43.80%,5.44
73,Dedham,NORFOLK,1/1/2020,"25,397","1,400,955,000","55,162","5,319,862,700","209,468",3,68.10%,30.30%,6.95
74,Deerfield,FRANKLIN,1/1/2020,"5,015","202,027,000","40,285","711,485,200","141,871",0,72.70%,25%,5.26
75,Dennis,BARNSTABLE,1/1/2020,"14,005","469,358,000","33,514","7,229,652,400","516,219",6,60.20%,38.30%,7.07
76,Dighton,BRISTOL,1/1/2020,"7,399","259,884,000","35,124","1,019,183,000","137,746",0,45.50%,52.60%,6.61
77,Douglas,WORCESTER,1/1/2020,"8,728","323,988,000","37,121","1,022,069,000","117,102",0,44.40%,53.40%,4.89
78,Dover,NORFOLK,1/1/2020,"5,961","1,369,067,000","229,671","2,646,446,400","443,960",0,69.30%,28.60%,6.86
79,Dracut,MIDDLESEX,1/1/2020,"31,352","1,061,254,000","33,850","3,647,155,100","116,329",4,48.80%,49.40%,6.50
80,Dudley,WORCESTER,1/1/2020,"11,587","316,207,000","27,290","1,016,192,300","87,701",0,45.30%,52.60%,6.14
81,Dunstable,MIDDLESEX,1/1/2020,"3,435","187,583,000","54,609","551,243,500","160,478",0,57.10%,40.50%,4.53
82,Duxbury,PLYMOUTH,1/1/2020,"15,483","1,441,663,000","93,113","4,265,308,000","275,483",1,61.80%,36.50%,7.44
83,East Bridgewater,PLYMOUTH,1/1/2020,"14,343","478,509,000","33,362","1,751,566,500","122,120",1,47.70%,50.20%,6.01
84,East Brookfield,WORCESTER,1/1/2020,"2,187","67,904,000","31,049","253,517,600","115,920",0,43.60%,54.50%,4.98
85,East Longmeadow,HAMPDEN,1/1/2020,"16,213","666,532,000","41,111","1,986,089,000","122,500",2,52.40%,46%,5.43
86,Eastham,BARNSTABLE,1/1/2020,"4,915","166,437,000","33,863","2,976,889,500","605,674",1,70.20%,28.20%,5.97
87,Easthampton,HAMPSHIRE,1/1/2020,"16,030","463,815,000","28,934","1,554,415,700","96,969",4,73.80%,23.90%,6.15
88,Easton,BRISTOL,1/1/2020,"23,908","1,157,143,000","48,400","3,609,247,100","150,964",2,60.10%,38%,5.78
89,Edgartown,DUKES,1/1/2020,"4,306","225,215,000","52,303","8,635,274,400","2,005,405",0,70.70%,27.60%,6.47
90,Egremont,BERKSHIRE,1/1/2020,"1,210","29,606,000","24,468","447,001,500","369,423",0,80.50%,17.90%,3.72
91,Erving,FRANKLIN,1/1/2020,"1,776","35,067,000","19,745","895,171,300","504,038",0,59.50%,38.40%,5.36
92,Essex,ESSEX,1/1/2020,"3,661","192,525,000","52,588","867,344,300","236,915",0,65.90%,32%,4.99
93,Everett,MIDDLESEX,1/1/2020,"46,050","943,864,000","20,497","5,767,100,400","125,236",25,71.10%,27.70%,8.05
94,Fairhaven,BRISTOL,1/1/2020,"16,140","459,024,000","28,440","2,181,956,700","135,189",5,53.40%,44.90%,5.99
95,Fall River,BRISTOL,1/1/2020,"88,777","1,527,800,000","17,209","5,571,429,500","62,758",72,55.50%,42.80%,8.56
96,Falmouth,BARNSTABLE,1/1/2020,"31,524","1,219,065,000","38,671","12,342,275,400","391,520",16,64.60%,33.90%,7.54
97,Fitchburg,WORCESTER,1/1/2020,"40,545","785,408,000","19,371","2,522,862,600","62,224",11,58.90%,38.80%,9.62
98,Florida,BERKSHIRE,1/1/2020,730,"13,603,000","18,634","123,293,200","168,895",0,50%,48.60%,4.74
99,Foxborough,NORFOLK,1/1/2020,"17,456","913,977,000","52,359","3,309,738,100","189,605",3,59.50%,38.70%,6.27
100,Framingham,MIDDLESEX,1/1/2020,"71,209","2,490,382,000","34,973","9,773,587,600","137,252",24,74.10%,24.20%,5.69
101,Franklin,NORFOLK,1/1/2020,"33,147","1,619,056,000","48,845","5,401,593,400","162,959",1,61.70%,36.20%,6.32
102,Freetown,BRISTOL,1/1/2020,"9,179","329,541,000","35,902","1,416,388,700","154,308",0,45.30%,53%,5.91
103,Gardner,WORCESTER,1/1/2020,"20,333","417,473,000","20,532","1,296,897,500","63,783",9,55.10%,42.10%,7.68
104,Aquinnah,DUKES,1/1/2020,328,"5,883,000","17,936","793,211,500","2,418,328",0,87.90%,9.60%,6.83
105,Georgetown,ESSEX,1/1/2020,"8,584","427,856,000","49,843","1,323,463,100","154,178",0,55%,43.10%,5.46
106,Gill,FRANKLIN,1/1/2020,"1,492","37,780,000","25,322","160,146,100","107,337",0,69%,28.60%,3.19
107,Gloucester,ESSEX,1/1/2020,"29,781","1,095,719,000","36,793","6,746,082,000","226,523",10,67.40%,30.90%,6.50
108,Goshen,HAMPSHIRE,1/1/2020,"1,070","13,716,000","12,819","154,513,800","144,405",0,62.50%,34.50%,3.74
109,Gosnold,DUKES,1/1/2020,77,"2,627,000","34,117","232,178,900","3,015,310",0,69.10%,27.20%,0.00
110,Grafton,WORCESTER,1/1/2020,"18,540","927,942,000","50,051","2,596,289,300","140,037",0,62.50%,35.40%,6.63
111,Granby,HAMPSHIRE,1/1/2020,"6,352","201,537,000","31,728","650,048,400","102,338",0,52%,46%,5.85
112,Granville,HAMPDEN,1/1/2020,"1,622","53,526,000","33,000","203,242,200","125,303",0,40.60%,57.10%,5.85
113,Great Barrington,BERKSHIRE,1/1/2020,"6,907","275,383,000","39,870","1,480,946,600","214,412",2,82.30%,16%,6.47
114,Greenfield,FRANKLIN,1/1/2020,"17,450","379,146,000","21,728","1,502,607,800","86,109",8,73.40%,24.20%,6.06
115,Groton,MIDDLESEX,1/1/2020,"11,296","785,661,000","69,552","1,781,386,100","157,701",0,68.10%,29.80%,5.14
116,Groveland,ESSEX,1/1/2020,"6,750","262,508,000","38,890","976,713,800","144,698",0,53.50%,43.90%,5.61
117,Hadley,HAMPSHIRE,1/1/2020,"5,352","176,458,000","32,970","1,040,640,500","194,440",1,72.70%,27.30%,6.45
118,Halifax,PLYMOUTH,1/1/2020,"7,834","278,929,000","35,605","953,128,900","121,666",2,48.30%,49.50%,6.53
119,Hamilton,ESSEX,1/1/2020,"8,179","603,914,000","73,837","1,613,578,500","197,283",0,68%,29.60%,5.55
120,Hampden,HAMPDEN,1/1/2020,"5,223","211,163,000","40,429","638,652,000","122,277",0,46.20%,51.60%,4.52
121,Hancock,BERKSHIRE,1/1/2020,710,"8,772,000","12,355","327,036,000","460,614",0,54%,43.50%,2.74
122,Hanover,PLYMOUTH,1/1/2020,"14,424","782,342,000","54,239","2,802,906,000","194,322",0,51.10%,47.10%,5.96
123,Hanson,PLYMOUTH,1/1/2020,"10,630","371,451,000","34,944","1,373,623,000","129,221",1,48.30%,49.40%,5.82
124,Hardwick,WORCESTER,1/1/2020,"3,008","58,000,000","19,282","247,900,500","82,414",3,49.20%,48.30%,4.58
125,Harvard,WORCESTER,1/1/2020,"6,573","457,708,000","69,635","1,289,986,700","196,255",0,74.40%,23.40%,4.84
126,Harwich,BARNSTABLE,1/1/2020,"12,180","438,184,000","35,976","5,697,974,900","467,814",0,61.80%,36.10%,7.34
127,Hatfield,HAMPSHIRE,1/1/2020,"3,298","110,596,000","33,534","563,178,100","170,764",0,68.30%,30.10%,5.91
128,Haverhill,ESSEX,1/1/2020,"62,765","1,787,098,000","28,473","6,609,657,600","105,308",22,58.50%,39.50%,7.76
129,Hawley,FRANKLIN,1/1/2020,331,"5,820,000","17,583","49,044,100","148,169",0,67.10%,30.30%,3.41
130,Heath,FRANKLIN,1/1/2020,693,"9,002,000","12,990","93,228,900","134,529",0,63.20%,33.80%,4.46
131,Hingham,PLYMOUTH,1/1/2020,"23,120","2,453,158,000","106,105","7,407,974,100","320,414",1,67.10%,31.30%,6.74
132,Hinsdale,BERKSHIRE,1/1/2020,"1,959","62,930,000","32,124","316,994,600","161,814",2,63.90%,33.30%,7.02
133,Holbrook,NORFOLK,1/1/2020,"11,050","328,909,000","29,766","1,276,774,300","115,545",0,59.70%,38.60%,7.46
134,Holden,WORCESTER,1/1/2020,"18,645","806,332,000","43,247","2,377,246,900","127,501",1,58.10%,39.90%,5.67
135,Holland,HAMPDEN,1/1/2020,"2,506","77,571,000","30,954","332,392,700","132,639",1,45.50%,51.60%,4.95
136,Holliston,MIDDLESEX,1/1/2020,"14,525","792,863,000","54,586","2,669,635,100","183,796",0,70.80%,27%,6.02
137,Holyoke,HAMPDEN,1/1/2020,"40,684","668,260,000","16,426","2,142,470,000","52,661",40,68.40%,29.80%,10.07
138,Hopedale,WORCESTER,1/1/2020,"5,955","241,418,000","40,540","776,426,200","130,382",1,60.70%,37.10%,7.06
139,Hopkinton,MIDDLESEX,1/1/2020,"16,674","1,403,283,000","84,160","3,865,959,600","231,856",1,69.20%,29.10%,5.71
140,Hubbardston,WORCESTER,1/1/2020,"4,596","157,905,000","34,357","467,728,400","101,769",0,47.60%,49.50%,4.21
141,Hudson,MIDDLESEX,1/1/2020,"19,864","735,853,000","37,045","2,755,165,600","138,701",3,64.30%,33.50%,5.80
142,Hull,PLYMOUTH,1/1/2020,"10,491","405,857,000","38,686","2,266,165,500","216,010",7,63.90%,34.50%,6.52
143,Huntington,HAMPSHIRE,1/1/2020,"2,181","65,518,000","30,040","192,215,800","88,132",2,48.10%,49%,5.37
144,Ipswich,ESSEX,1/1/2020,"13,804","691,350,000","50,083","2,987,460,300","216,420",1,65.30%,32.70%,5.78
145,Kingston,PLYMOUTH,1/1/2020,"13,301","553,599,000","41,621","2,120,211,600","159,402",0,53.20%,44.50%,6.28
146,Lakeville,PLYMOUTH,1/1/2020,"11,338","445,087,000","39,256","1,774,669,700","156,524",0,45.70%,51.90%,5.61
147,Lancaster,WORCESTER,1/1/2020,"8,166","288,244,000","35,298","954,886,800","116,934",1,56.40%,41.10%,5.31
148,Lanesborough,BERKSHIRE,1/1/2020,"2,991","78,164,000","26,133","402,579,400","134,597",0,65.70%,32.20%,4.76
149,Lawrence,ESSEX,1/1/2020,"80,231","1,241,902,000","15,479","4,238,762,700","52,832",43,73.50%,25.20%,14.02
150,Lee,BERKSHIRE,1/1/2020,"5,816","166,520,000","28,631","973,498,900","167,383",2,69.60%,28.30%,6.44
151,Leicester,WORCESTER,1/1/2020,"11,334","331,359,000","29,236","985,402,100","86,942",2,48.50%,49.30%,5.82
152,Lenox,BERKSHIRE,1/1/2020,"4,988","226,629,000","45,435","1,265,446,400","253,698",1,80.70%,18%,8.37
153,Leominster,WORCESTER,1/1/2020,"41,569","1,170,639,000","28,161","3,785,321,000","91,061",22,57.40%,40.10%,7.75
154,Leverett,FRANKLIN,1/1/2020,"1,845","74,600,000","40,434","273,488,400","148,232",0,86.40%,11.80%,5.39
155,Lexington,MIDDLESEX,1/1/2020,"33,394","3,541,165,000","106,042","12,008,478,900","359,600",0,81.80%,16.70%,7.03
156,Leyden,FRANKLIN,1/1/2020,713,"25,146,000","35,268","92,167,800","129,268",0,66%,31%,3.21
157,Lincoln,MIDDLESEX,1/1/2020,"7,491","950,308,000","126,860","2,292,229,800","305,998",1,82.20%,16.10%,5.75
158,Littleton,MIDDLESEX,1/1/2020,"9,912","491,226,000","49,559","1,969,238,900","198,672",1,67.50%,29.80%,5.70
159,Longmeadow,HAMPDEN,1/1/2020,"15,898","1,139,259,000","71,661","2,157,229,000","135,692",0,64.70%,33.70%,5.24
160,Lowell,MIDDLESEX,1/1/2020,"110,699","2,374,391,000","21,449","8,192,976,800","74,011",51,65.80%,32.40%,7.98
161,Ludlow,HAMPDEN,1/1/2020,"21,472","583,946,000","27,196","2,154,384,900","100,335",1,48.10%,50.30%,6.19
162,Lunenburg,WORCESTER,1/1/2020,"11,241","415,497,000","36,963","1,405,368,400","125,022",2,56.20%,41.30%,5.86
163,Lynn,ESSEX,1/1/2020,"92,457","1,944,277,000","21,029","7,895,464,600","85,396",28,69.20%,29.20%,9.61
164,Lynnfield,ESSEX,1/1/2020,"12,761","958,736,000","75,130","3,324,301,800","260,505",0,50.60%,48%,6.13
165,Malden,MIDDLESEX,1/1/2020,"61,068","1,612,935,000","26,412","7,590,689,100","124,299",19,74.60%,23.90%,7.93
166,Manchester By The Sea,ESSEX,1/1/2020,"5,366","702,892,000","130,990","2,526,294,800","470,797",0,71.20%,27.10%,5.75
167,Mansfield,BRISTOL,1/1/2020,"23,687","1,100,621,000","46,465","3,826,144,000","161,529",2,62.40%,35.60%,6.26
168,Marblehead,ESSEX,1/1/2020,"20,517","1,684,798,000","82,117","6,182,649,400","301,343",0,71.40%,27%,7.80
169,Marion,PLYMOUTH,1/1/2020,"5,086","279,647,000","54,984","1,693,499,100","332,973",0,64.40%,33.90%,6.94
170,Marlborough,MIDDLESEX,1/1/2020,"39,818","1,424,311,000","35,771","5,880,360,000","147,681",19,65.80%,31.10%,5.89
171,Marshfield,PLYMOUTH,1/1/2020,"25,709","1,199,390,000","46,653","5,107,817,200","198,678",4,55.20%,43%,5.90
172,Mashpee,BARNSTABLE,1/1/2020,"14,154","535,123,000","37,807","5,605,682,100","396,049",5,58.30%,40.10%,7.00
173,Mattapoisett,PLYMOUTH,1/1/2020,"6,267","348,114,000","55,547","1,829,130,600","291,867",1,58.10%,40.40%,6.27
174,Maynard,MIDDLESEX,1/1/2020,"10,676","406,214,000","38,049","1,386,638,200","129,884",2,73.20%,24.90%,5.76
175,Medfield,NORFOLK,1/1/2020,"12,718","1,208,641,000","95,034","2,801,486,200","220,277",0,69%,28.90%,7.56
176,Medford,MIDDLESEX,1/1/2020,"57,403","2,150,361,000","37,461","10,557,928,900","183,926",4,74.20%,24.20%,6.13
177,Medway,NORFOLK,1/1/2020,"13,253","669,674,000","50,530","2,081,768,600","157,079",0,61.40%,35.80%,5.76
178,Melrose,MIDDLESEX,1/1/2020,"27,997","1,377,947,000","49,218","5,244,113,700","187,310",16,72.90%,25.60%,6.23
179,Mendon,WORCESTER,1/1/2020,"6,024","344,813,000","57,240","989,637,700","164,282",1,52.30%,45.20%,7.84
180,Merrimac,ESSEX,1/1/2020,"6,800","249,463,000","36,686","847,714,200","124,664",0,58.70%,39.40%,5.34
181,Methuen,ESSEX,1/1/2020,"49,660","1,476,667,000","29,736","5,783,276,300","116,457",18,55.40%,43.20%,7.94
182,Middleborough,PLYMOUTH,1/1/2020,"24,350","704,320,000","28,925","2,710,745,900","111,324",7,45.70%,52.10%,6.29
183,Middlefield,HAMPSHIRE,1/1/2020,527,"10,112,000","19,188","73,417,000","139,311",1,59.80%,37.20%,3.18
184,Middleton,ESSEX,1/1/2020,"9,738","507,988,000","52,166","2,128,852,700","218,613",0,47.30%,51.10%,6.72
185,Milford,WORCESTER,1/1/2020,"28,614","973,555,000","34,024","3,414,149,500","119,317",8,60%,38.20%,5.90
186,Millbury,WORCESTER,1/1/2020,"13,537","436,734,000","32,262","1,670,266,000","123,385",3,51.50%,46.10%,5.54
187,Millis,NORFOLK,1/1/2020,"8,169","344,341,000","42,152","1,247,044,700","152,656",1,62.30%,35.70%,6.29
188,Millville,WORCESTER,1/1/2020,"3,234","98,619,000","30,494","315,022,800","97,410",0,44.60%,53%,5.48
189,Milton,NORFOLK,1/1/2020,"27,374","1,887,787,000","68,963","6,039,459,500","220,628",3,73.30%,25.50%,7.02
190,Monroe,FRANKLIN,1/1/2020,120,"1,023,000","8,525","24,977,400","208,145",0,46.70%,51.70%,2.99
191,Monson,HAMPDEN,1/1/2020,"8,789","248,375,000","28,260","814,480,800","92,670",2,47.40%,50.20%,5.31
192,Montague,FRANKLIN,1/1/2020,"8,272","188,513,000","22,789","878,728,100","106,229",2,72.20%,25%,7.69
193,Monterey,BERKSHIRE,1/1/2020,948,"24,488,000","25,831","544,949,000","574,841",0,81.40%,17.30%,4.04
194,Montgomery,HAMPDEN,1/1/2020,859,"30,479,000","35,482","110,014,200","128,072",0,43.70%,55.40%,3.93
195,Mount Washington,BERKSHIRE,1/1/2020,163,"3,243,000","19,896","92,351,700","566,575",0,82.80%,13.10%,2.47
196,Nahant,ESSEX,1/1/2020,"3,485","208,535,000","59,838","910,008,700","261,122",0,64.70%,33.90%,6.55
197,Nantucket,NANTUCKET,1/1/2020,"10,925","700,262,000","64,097","23,796,647,900","2,178,183",1,72%,26.30%,5.30
198,Natick,MIDDLESEX,1/1/2020,"36,262","2,029,939,000","55,980","8,526,179,100","235,127",3,75.40%,23.10%,5.32
199,Needham,NORFOLK,1/1/2020,"30,564","3,221,746,000","105,410","10,352,941,600","338,730",2,78.10%,20.50%,6.82
200,New Ashford,BERKSHIRE,1/1/2020,225,"6,497,000","28,876","39,649,300","176,219",0,64.90%,31.80%,4.72
201,New Bedford,BRISTOL,1/1/2020,"94,958","1,646,183,000","17,336","6,079,471,600","64,023",72,61%,37.40%,9.11
202,New Braintree,WORCESTER,1/1/2020,"1,022","37,354,000","36,550","114,442,400","111,979",0,47.80%,50.30%,5.48
203,New Marlborough,BERKSHIRE,1/1/2020,"1,478","42,607,000","28,827","490,850,400","332,104",0,70.70%,27.60%,3.22
204,New Salem,FRANKLIN,1/1/2020,999,"24,443,000","24,467","113,802,700","113,917",0,61.90%,35.10%,4.06
205,Newbury,ESSEX,1/1/2020,"6,971","428,858,000","61,520","1,584,277,400","227,267",1,62.60%,35.20%,6.22
206,Newburyport,ESSEX,1/1/2020,"17,982","1,004,651,000","55,870","4,469,999,500","248,582",1,72.40%,25.80%,6.12
207,Newton,MIDDLESEX,1/1/2020,"88,817","11,115,445,000","125,150","30,026,624,900","338,073",5,81.70%,16.90%,6.15
208,Norfolk,NORFOLK,1/1/2020,"11,908","614,678,000","51,619","1,805,854,300","151,651",0,60.20%,38%,5.74
209,North Adams,BERKSHIRE,1/1/2020,"13,263","207,537,000","15,648","762,773,900","57,511",10,71%,27%,8.16
210,North Andover,ESSEX,1/1/2020,"29,721","1,664,841,000","56,016","5,031,244,200","169,282",3,61.70%,36.60%,5.97
211,North Attleborough,BRISTOL,1/1/2020,"29,071","1,132,252,000","38,948","4,009,149,200","137,909",4,55.70%,42.20%,6.13
212,North Brookfield,WORCESTER,1/1/2020,"4,749","122,597,000","25,815","418,361,600","88,095",0,43.60%,54.10%,5.17
213,North Reading,MIDDLESEX,1/1/2020,"15,636","895,544,000","57,274","3,160,863,500","202,153",3,56.50%,41.80%,6.01
214,Northampton,HAMPSHIRE,1/1/2020,"28,540","990,452,000","34,704","3,591,160,400","125,829",6,87.50%,10.60%,6.06
215,Northborough,WORCESTER,1/1/2020,"15,042","828,105,000","55,053","2,982,076,900","198,250",2,67.40%,30.40%,6.03
216,Northbridge,WORCESTER,1/1/2020,"16,544","547,925,000","33,119","1,723,087,000","104,152",2,51.30%,46.20%,6.31
217,Northfield,FRANKLIN,1/1/2020,"2,992","85,591,000","28,607","452,727,800","151,313",1,65.50%,32%,4.86
218,Norton,BRISTOL,1/1/2020,"19,468","702,688,000","36,095","2,512,372,400","129,051",2,53.90%,43.80%,6.69
219,Norwell,PLYMOUTH,1/1/2020,"10,984","1,014,279,000","92,341","2,807,594,400","255,608",2,58.50%,40%,6.49
220,Norwood,NORFOLK,1/1/2020,"29,095","1,248,146,000","42,899","5,454,226,400","187,463",7,64.50%,33.70%,6.98
221,Oak Bluffs,DUKES,1/1/2020,"4,677","109,520,000","23,417","3,190,484,700","682,165",2,75.50%,22.90%,4.32
222,Oakham,WORCESTER,1/1/2020,"1,929","66,017,000","34,223","205,951,500","106,766",0,44.20%,53%,5.22
223,Orange,FRANKLIN,1/1/2020,"7,651","146,828,000","19,191","534,082,800","69,806",1,52.30%,44.90%,7.20
224,Orleans,BARNSTABLE,1/1/2020,"5,846","282,188,000","48,270","4,253,680,900","727,622",2,68.10%,30.50%,5.79
225,Otis,BERKSHIRE,1/1/2020,"1,576","45,969,000","29,168","666,372,900","422,825",0,54.60%,43.50%,5.71
226,Oxford,WORCESTER,1/1/2020,"13,916","405,571,000","29,144","1,388,727,800","99,794",6,47.50%,50%,5.74
227,Palmer,HAMPDEN,1/1/2020,"12,191","309,508,000","25,388","980,132,000","80,398",9,47.90%,50%,6.90
228,Paxton,WORCESTER,1/1/2020,"4,884","186,867,000","38,261","530,101,700","108,538",2,55.10%,43.10%,5.78
229,Peabody,ESSEX,1/1/2020,"52,504","1,685,630,000","32,105","7,905,666,900","150,573",17,56.20%,42.40%,6.97
230,Pelham,HAMPSHIRE,1/1/2020,"1,330","48,106,000","36,170","185,031,400","139,121",0,88.60%,9.80%,6.22
231,Pembroke,PLYMOUTH,1/1/2020,"18,273","739,418,000","40,465","2,834,530,900","155,121",1,52.50%,45.50%,6.33
232,Pepperell,MIDDLESEX,1/1/2020,"12,165","433,786,000","35,659","1,303,929,800","107,187",2,53.20%,44.30%,4.83
233,Peru,BERKSHIRE,1/1/2020,845,"17,329,000","20,508","91,385,700","108,149",0,56.30%,40.70%,3.93
234,Petersham,WORCESTER,1/1/2020,"1,246","38,602,000","30,981","158,092,900","126,880",0,60.70%,36.90%,6.37
235,Phillipston,WORCESTER,1/1/2020,"1,747","46,999,000","26,903","200,264,700","114,633",0,42.50%,55.50%,4.66
236,Pittsfield,BERKSHIRE,1/1/2020,"43,303","1,139,885,000","26,323","3,573,278,600","82,518",34,74.90%,23%,8.38
237,Plainfield,HAMPSHIRE,1/1/2020,652,"13,972,000","21,429","94,118,800","144,354",0,71.50%,26.20%,5.32
238,Plainville,NORFOLK,1/1/2020,"9,057","363,069,000","40,087","1,485,020,600","163,964",5,54.90%,42.50%,6.22
239,Plymouth,PLYMOUTH,1/1/2020,"58,890","2,242,317,000","38,076","10,781,668,600","183,081",20,57.10%,41%,6.34
240,Plympton,PLYMOUTH,1/1/2020,"2,917","114,502,000","39,253","532,225,000","182,456",0,50.20%,47.60%,5.43
241,Princeton,WORCESTER,1/1/2020,"3,470","179,229,000","51,651","514,460,100","148,259",0,59.80%,38.30%,5.20
242,Provincetown,BARNSTABLE,1/1/2020,"2,968","173,039,000","58,302","3,070,051,300","1,034,384",0,92.40%,7%,6.35
